,months_as_customer,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,fraud_reported
288,431,500/1000,2000,1155.55,0,FEMALE,MD,craft-repair,unmarried,65700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,4,3,NO,2,0,YES,12460,6230,43610,N
289,199,250/500,500,1262.08,0,MALE,JD,tech-support,wife,48500,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,4,1,NO,0,3,NO,10940,10940,38290,Y
290,79,100/300,500,1451.62,0,MALE,Associate,tech-support,not-in-family,0,-55700,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,19,1,NO,2,2,YES,8000,4000,28000,N
291,116,250/500,500,1737.66,0,MALE,Associate,transport-moving,unmarried,0,-24100,Single Vehicle Collision,Side Collision,Major Damage,Police,1,1,NO,1,1,YES,16180,16180,64720,Y
292,37,500/1000,500,1475.93,0,FEMALE,College,prof-specialty,husband,0,-67400,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,3,YES,1,0,NO,5740,5740,40180,N
293,106,250/500,500,538.17,0,FEMALE,PhD,transport-moving,own-child,49700,-60200,Single Vehicle Collision,Rear Collision,Total Loss,Other,23,1,NO,2,2,NO,5680,5680,39760,N
294,269,100/300,2000,1081.08,0,MALE,JD,priv-house-serv,unmarried,36400,-28700,Single Vehicle Collision,Front Collision,Minor Damage,Other,14,1,YES,0,2,YES,11280,11280,33840,N
295,265,250/500,1000,1454.43,0,FEMALE,MD,protective-serv,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,17,3,NO,2,3,YES,6890,0,48230,N
296,163,100/300,500,1240.47,0,FEMALE,Associate,other-service,husband,35300,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,11,3,YES,1,1,YES,0,14020,63090,N
297,355,500/1000,2000,1273.7,4000000,MALE,College,other-service,husband,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,19,3,NO,2,1,NO,6280,6280,50240,Y
298,175,500/1000,1000,1123.87,8000000,FEMALE,PhD,protective-serv,other-relative,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,5,1,NO,2,0,YES,810,810,5670,N
299,192,100/300,1000,1245.89,0,FEMALE,Masters,exec-managerial,wife,0,-40300,Single Vehicle Collision,Rear Collision,Total Loss,Other,19,1,NO,0,0,YES,15320,7660,53620,N
300,328,250/500,1000,1406.91,0,MALE,MD,craft-repair,husband,53300,0,Single Vehicle Collision,Side Collision,Major Damage,Police,5,1,YES,1,2,YES,6510,13020,52080,Y
301,228,250/500,2000,1197.22,5000000,MALE,MD,machine-op-inspct,other-relative,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,8,1,NO,0,0,YES,780,780,3510,Y
302,134,100/300,2000,1413.14,5000000,FEMALE,PhD,sales,own-child,35100,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,7,3,NO,2,3,NO,7700,3850,23100,N
303,256,250/500,2000,1415.74,6000000,FEMALE,PhD,armed-forces,unmarried,48900,-62400,Single Vehicle Collision,Front Collision,Major Damage,Police,5,1,NO,1,2,NO,6340,6340,50720,Y
304,228,500/1000,1000,1583.91,6000000,MALE,Associate,sales,unmarried,66000,-46000,Vehicle Theft,Rear Collision,Minor Damage,None,20,1,NO,0,1,NO,1300,650,4550,N
305,256,250/500,1000,1351.1,0,FEMALE,PhD,tech-support,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,19,3,NO,0,2,NO,6410,6410,51280,Y
306,137,250/500,1000,1333.35,0,MALE,PhD,prof-specialty,husband,0,-77000,Multi-vehicle Collision,Front Collision,Minor Damage,Police,0,3,NO,0,0,YES,21450,7150,50050,N
307,165,100/300,1000,1137.03,0,MALE,Associate,tech-support,unmarried,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,23,3,NO,2,2,YES,9380,9380,32830,N
308,27,100/300,500,1442.99,0,FEMALE,PhD,other-service,own-child,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,21,1,NO,1,1,YES,2770,2770,22160,N
309,212,100/300,500,1315.68,0,MALE,PhD,priv-house-serv,wife,0,-39300,Single Vehicle Collision,Rear Collision,Total Loss,Other,14,1,NO,2,1,YES,4700,4700,32900,N
310,235,100/300,500,1253.12,4000000,FEMALE,Masters,exec-managerial,other-relative,38400,0,Single Vehicle Collision,Front Collision,Total Loss,Police,22,1,YES,2,2,YES,7910,15820,63280,N
311,447,100/300,2000,1137.16,0,FEMALE,High School,exec-managerial,other-relative,0,-51000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,21,3,YES,1,2,YES,17680,17680,79560,N
312,60,500/1000,500,1215.36,3000000,MALE,MD,protective-serv,wife,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,9,1,YES,1,0,NO,4710,9420,42390,N
313,121,100/300,1000,936.61,0,FEMALE,MD,armed-forces,wife,52800,-32800,Parked Car,Rear Collision,Minor Damage,None,5,1,NO,1,1,NO,1120,1120,5040,N
314,180,250/500,2000,1301.13,0,FEMALE,College,machine-op-inspct,not-in-family,41300,-55500,Single Vehicle Collision,Rear Collision,Total Loss,Police,12,1,NO,0,2,YES,4200,8400,33600,Y
315,473,100/300,2000,1131.4,0,FEMALE,MD,transport-moving,other-relative,55700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,12,4,YES,0,0,NO,10520,10520,42080,Y
316,70,500/1000,1000,1199.44,5000000,MALE,College,machine-op-inspct,own-child,63600,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,0,3,NO,1,2,YES,5790,5790,40530,N
317,140,500/1000,500,708.64,6000000,MALE,High School,machine-op-inspct,unmarried,53500,0,Single Vehicle Collision,Side Collision,Total Loss,Police,9,1,NO,0,2,YES,14160,7080,56640,N
318,160,500/1000,500,1374.22,0,FEMALE,MD,craft-repair,other-relative,45500,-37800,Single Vehicle Collision,Side Collision,Total Loss,Other,19,1,YES,1,0,NO,6630,13260,53040,N
319,196,500/1000,2000,1475.73,0,FEMALE,High School,handlers-cleaners,own-child,57000,-27300,Multi-vehicle Collision,Side Collision,Major Damage,Police,8,3,NO,2,0,NO,6040,6040,48320,N
320,460,250/500,1000,1187.96,4000000,MALE,JD,other-service,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,20,3,NO,1,0,YES,0,5240,41920,N
321,217,500/1000,2000,875.15,0,FEMALE,Associate,machine-op-inspct,own-child,46700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,15,3,NO,1,2,YES,0,4730,33110,N
322,370,100/300,2000,972.18,0,MALE,High School,prof-specialty,other-relative,72700,-68200,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,20,3,NO,0,0,YES,17880,5960,47680,Y
323,413,100/300,2000,1268.79,0,MALE,MD,priv-house-serv,own-child,0,-31000,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,15,1,NO,2,2,YES,8180,16360,73620,Y
324,237,100/300,1000,883.31,0,MALE,College,craft-repair,husband,0,-53500,Single Vehicle Collision,Rear Collision,Minor Damage,Other,6,1,NO,1,3,NO,7080,14160,56640,N
325,8,100/300,2000,1266.92,0,MALE,Masters,sales,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,16,3,NO,1,3,YES,16500,11000,44000,Y
326,257,100/300,2000,1322.1,0,MALE,High School,prof-specialty,own-child,0,-29200,Parked Car,Rear Collision,Minor Damage,Police,4,1,YES,1,3,YES,1640,820,6560,N
327,202,100/300,500,848.07,3000000,MALE,JD,exec-managerial,not-in-family,31000,-30200,Vehicle Theft,Rear Collision,Minor Damage,None,5,1,YES,2,1,YES,1040,520,4160,Y
328,224,100/300,2000,1291.7,0,FEMALE,JD,sales,not-in-family,0,-55600,Single Vehicle Collision,Side Collision,Minor Damage,Other,21,1,NO,1,0,YES,7760,15520,46560,N
329,241,500/1000,2000,1104.5,0,FEMALE,PhD,machine-op-inspct,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,5,1,NO,2,2,NO,14100,14100,63450,N
330,64,250/500,1000,954.16,0,MALE,Masters,prof-specialty,husband,53200,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,22,4,NO,0,0,YES,12600,12600,50400,N
331,166,100/300,2000,1337.28,8000000,MALE,JD,craft-repair,husband,27500,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,10,3,NO,2,2,YES,7460,7460,52220,Y
332,155,500/1000,1000,1088.34,0,FEMALE,Associate,adm-clerical,other-relative,81100,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,16,3,YES,2,3,NO,3310,3310,23170,N
333,114,100/300,1000,1558.29,0,MALE,High School,farming-fishing,wife,51400,-64000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,1,3,NO,1,2,YES,14020,14020,49070,N
334,149,500/1000,500,1415.68,0,MALE,PhD,prof-specialty,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,17,1,YES,0,1,YES,10800,5400,48600,N
335,147,100/300,1000,1334.15,6000000,MALE,High School,craft-repair,not-in-family,53300,-49200,Single Vehicle Collision,Front Collision,Major Damage,Other,15,1,YES,2,0,YES,10620,5310,37170,Y
336,62,100/300,1000,988.45,0,FEMALE,Masters,protective-serv,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,3,1,NO,1,1,YES,6020,6020,48160,Y
337,289,500/1000,2000,1222.48,0,FEMALE,JD,priv-house-serv,unmarried,0,0,Parked Car,Rear Collision,Minor Damage,None,16,1,NO,1,1,YES,1230,820,3280,N
338,431,500/1000,2000,1155.55,0,FEMALE,MD,craft-repair,unmarried,65700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,4,3,NO,2,0,YES,12460,6230,43610,N
339,199,250/500,500,1262.08,0,MALE,JD,tech-support,wife,48500,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,4,1,NO,0,3,NO,10940,10940,38290,Y
340,79,100/300,500,1451.62,0,MALE,Associate,tech-support,not-in-family,0,-55700,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,19,1,NO,2,2,YES,8000,4000,28000,N
341,116,250/500,500,1737.66,0,MALE,Associate,transport-moving,unmarried,0,-24100,Single Vehicle Collision,Side Collision,Major Damage,Police,1,1,NO,1,1,YES,16180,16180,64720,Y
342,37,500/1000,500,1475.93,0,FEMALE,College,prof-specialty,husband,0,-67400,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,3,YES,1,0,NO,5740,5740,40180,N
343,106,250/500,500,538.17,0,FEMALE,PhD,transport-moving,own-child,49700,-60200,Single Vehicle Collision,Rear Collision,Total Loss,Other,23,1,NO,2,2,NO,5680,5680,39760,N
344,269,100/300,2000,1081.08,0,MALE,JD,priv-house-serv,unmarried,36400,-28700,Single Vehicle Collision,Front Collision,Minor Damage,Other,14,1,YES,0,2,YES,11280,11280,33840,N
345,265,250/500,1000,1454.43,0,FEMALE,MD,protective-serv,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,17,3,NO,2,3,YES,6890,0,48230,N
346,163,100/300,500,1240.47,0,FEMALE,Associate,other-service,husband,35300,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,11,3,YES,1,1,YES,0,14020,63090,N
347,355,500/1000,2000,1273.7,4000000,MALE,College,other-service,husband,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,19,3,NO,2,1,NO,6280,6280,50240,Y
348,175,500/1000,1000,1123.87,8000000,FEMALE,PhD,protective-serv,other-relative,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,5,1,NO,2,0,YES,810,810,5670,N
349,192,100/300,1000,1245.89,0,FEMALE,Masters,exec-managerial,wife,0,-40300,Single Vehicle Collision,Rear Collision,Total Loss,Other,19,1,NO,0,0,YES,15320,7660,53620,N
350,328,250/500,1000,1406.91,0,MALE,MD,craft-repair,husband,53300,0,Single Vehicle Collision,Side Collision,Major Damage,Police,5,1,YES,1,2,YES,6510,13020,52080,Y
351,228,250/500,2000,1197.22,5000000,MALE,MD,machine-op-inspct,other-relative,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,8,1,NO,0,0,YES,780,780,3510,Y
352,134,100/300,2000,1413.14,5000000,FEMALE,PhD,sales,own-child,35100,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,7,3,NO,2,3,NO,7700,3850,23100,N
353,256,250/500,2000,1415.74,6000000,FEMALE,PhD,armed-forces,unmarried,48900,-62400,Single Vehicle Collision,Front Collision,Major Damage,Police,5,1,NO,1,2,NO,6340,6340,50720,Y
354,228,500/1000,1000,1583.91,6000000,MALE,Associate,sales,unmarried,66000,-46000,Vehicle Theft,Rear Collision,Minor Damage,None,20,1,NO,0,1,NO,1300,650,4550,N
355,256,250/500,1000,1351.1,0,FEMALE,PhD,tech-support,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,19,3,NO,0,2,NO,6410,6410,51280,Y
356,137,250/500,1000,1333.35,0,MALE,PhD,prof-specialty,husband,0,-77000,Multi-vehicle Collision,Front Collision,Minor Damage,Police,0,3,NO,0,0,YES,21450,7150,50050,N
357,165,100/300,1000,1137.03,0,MALE,Associate,tech-support,unmarried,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,23,3,NO,2,2,YES,9380,9380,32830,N
358,27,100/300,500,1442.99,0,FEMALE,PhD,other-service,own-child,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,21,1,NO,1,1,YES,2770,2770,22160,N
359,212,100/300,500,1315.68,0,MALE,PhD,priv-house-serv,wife,0,-39300,Single Vehicle Collision,Rear Collision,Total Loss,Other,14,1,NO,2,1,YES,4700,4700,32900,N
360,235,100/300,500,1253.12,4000000,FEMALE,Masters,exec-managerial,other-relative,38400,0,Single Vehicle Collision,Front Collision,Total Loss,Police,22,1,YES,2,2,YES,7910,15820,63280,N
361,447,100/300,2000,1137.16,0,FEMALE,High School,exec-managerial,other-relative,0,-51000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,21,3,YES,1,2,YES,17680,17680,79560,N
362,60,500/1000,500,1215.36,3000000,MALE,MD,protective-serv,wife,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,9,1,YES,1,0,NO,4710,9420,42390,N
363,121,100/300,1000,936.61,0,FEMALE,MD,armed-forces,wife,52800,-32800,Parked Car,Rear Collision,Minor Damage,None,5,1,NO,1,1,NO,1120,1120,5040,N
364,180,250/500,2000,1301.13,0,FEMALE,College,machine-op-inspct,not-in-family,41300,-55500,Single Vehicle Collision,Rear Collision,Total Loss,Police,12,1,NO,0,2,YES,4200,8400,33600,Y
365,473,100/300,2000,1131.4,0,FEMALE,MD,transport-moving,other-relative,55700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,12,4,YES,0,0,NO,10520,10520,42080,Y
366,70,500/1000,1000,1199.44,5000000,MALE,College,machine-op-inspct,own-child,63600,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,0,3,NO,1,2,YES,5790,5790,40530,N
367,140,500/1000,500,708.64,6000000,MALE,High School,machine-op-inspct,unmarried,53500,0,Single Vehicle Collision,Side Collision,Total Loss,Police,9,1,NO,0,2,YES,14160,7080,56640,N
368,160,500/1000,500,1374.22,0,FEMALE,MD,craft-repair,other-relative,45500,-37800,Single Vehicle Collision,Side Collision,Total Loss,Other,19,1,YES,1,0,NO,6630,13260,53040,N
369,196,500/1000,2000,1475.73,0,FEMALE,High School,handlers-cleaners,own-child,57000,-27300,Multi-vehicle Collision,Side Collision,Major Damage,Police,8,3,NO,2,0,NO,6040,6040,48320,N
370,460,250/500,1000,1187.96,4000000,MALE,JD,other-service,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,20,3,NO,1,0,YES,0,5240,41920,N
371,217,500/1000,2000,875.15,0,FEMALE,Associate,machine-op-inspct,own-child,46700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,15,3,NO,1,2,YES,0,4730,33110,N
372,370,100/300,2000,972.18,0,MALE,High School,prof-specialty,other-relative,72700,-68200,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,20,3,NO,0,0,YES,17880,5960,47680,Y
373,413,100/300,2000,1268.79,0,MALE,MD,priv-house-serv,own-child,0,-31000,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,15,1,NO,2,2,YES,8180,16360,73620,Y
374,237,100/300,1000,883.31,0,MALE,College,craft-repair,husband,0,-53500,Single Vehicle Collision,Rear Collision,Minor Damage,Other,6,1,NO,1,3,NO,7080,14160,56640,N
375,8,100/300,2000,1266.92,0,MALE,Masters,sales,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,16,3,NO,1,3,YES,16500,11000,44000,Y
376,257,100/300,2000,1322.1,0,MALE,High School,prof-specialty,own-child,0,-29200,Parked Car,Rear Collision,Minor Damage,Police,4,1,YES,1,3,YES,1640,820,6560,N
377,202,100/300,500,848.07,3000000,MALE,JD,exec-managerial,not-in-family,31000,-30200,Vehicle Theft,Rear Collision,Minor Damage,None,5,1,YES,2,1,YES,1040,520,4160,Y
378,224,100/300,2000,1291.7,0,FEMALE,JD,sales,not-in-family,0,-55600,Single Vehicle Collision,Side Collision,Minor Damage,Other,21,1,NO,1,0,YES,7760,15520,46560,N
379,241,500/1000,2000,1104.5,0,FEMALE,PhD,machine-op-inspct,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,5,1,NO,2,2,NO,14100,14100,63450,N
380,64,250/500,1000,954.16,0,MALE,Masters,prof-specialty,husband,53200,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,22,4,NO,0,0,YES,12600,12600,50400,N
381,166,100/300,2000,1337.28,8000000,MALE,JD,craft-repair,husband,27500,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,10,3,NO,2,2,YES,7460,7460,52220,Y
382,155,500/1000,1000,1088.34,0,FEMALE,Associate,adm-clerical,other-relative,81100,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,16,3,YES,2,3,NO,3310,3310,23170,N
383,114,100/300,1000,1558.29,0,MALE,High School,farming-fishing,wife,51400,-64000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,1,3,NO,1,2,YES,14020,14020,49070,N
384,149,500/1000,500,1415.68,0,MALE,PhD,prof-specialty,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,17,1,YES,0,1,YES,10800,5400,48600,N
385,147,100/300,1000,1334.15,6000000,MALE,High School,craft-repair,not-in-family,53300,-49200,Single Vehicle Collision,Front Collision,Major Damage,Other,15,1,YES,2,0,YES,10620,5310,37170,Y
386,62,100/300,1000,988.45,0,FEMALE,Masters,protective-serv,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,3,1,NO,1,1,YES,6020,6020,48160,Y
387,289,500/1000,2000,1222.48,0,FEMALE,JD,priv-house-serv,unmarried,0,0,Parked Car,Rear Collision,Minor Damage,None,16,1,NO,1,1,YES,1230,820,3280,N
388,431,500/1000,2000,1155.55,0,FEMALE,MD,craft-repair,unmarried,65700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,4,3,NO,2,0,YES,12460,6230,43610,N
389,199,250/500,500,1262.08,0,MALE,JD,tech-support,wife,48500,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,4,1,NO,0,3,NO,10940,10940,38290,Y
390,79,100/300,500,1451.62,0,MALE,Associate,tech-support,not-in-family,0,-55700,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,19,1,NO,2,2,YES,8000,4000,28000,N
391,116,250/500,500,1737.66,0,MALE,Associate,transport-moving,unmarried,0,-24100,Single Vehicle Collision,Side Collision,Major Damage,Police,1,1,NO,1,1,YES,16180,16180,64720,Y
392,37,500/1000,500,1475.93,0,FEMALE,College,prof-specialty,husband,0,-67400,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,3,YES,1,0,NO,5740,5740,40180,N
393,106,250/500,500,538.17,0,FEMALE,PhD,transport-moving,own-child,49700,-60200,Single Vehicle Collision,Rear Collision,Total Loss,Other,23,1,NO,2,2,NO,5680,5680,39760,N
394,269,100/300,2000,1081.08,0,MALE,JD,priv-house-serv,unmarried,36400,-28700,Single Vehicle Collision,Front Collision,Minor Damage,Other,14,1,YES,0,2,YES,11280,11280,33840,N
395,265,250/500,1000,1454.43,0,FEMALE,MD,protective-serv,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,17,3,NO,2,3,YES,6890,0,48230,N
396,163,100/300,500,1240.47,0,FEMALE,Associate,other-service,husband,35300,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,11,3,YES,1,1,YES,0,14020,63090,N
397,355,500/1000,2000,1273.7,4000000,MALE,College,other-service,husband,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,19,3,NO,2,1,NO,6280,6280,50240,Y
398,175,500/1000,1000,1123.87,8000000,FEMALE,PhD,protective-serv,other-relative,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,5,1,NO,2,0,YES,810,810,5670,N
399,192,100/300,1000,1245.89,0,FEMALE,Masters,exec-managerial,wife,0,-40300,Single Vehicle Collision,Rear Collision,Total Loss,Other,19,1,NO,0,0,YES,15320,7660,53620,N
400,328,250/500,1000,1406.91,0,MALE,MD,craft-repair,husband,53300,0,Single Vehicle Collision,Side Collision,Major Damage,Police,5,1,YES,1,2,YES,6510,13020,52080,Y
401,228,250/500,2000,1197.22,5000000,MALE,MD,machine-op-inspct,other-relative,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,8,1,NO,0,0,YES,780,780,3510,Y
402,134,100/300,2000,1413.14,5000000,FEMALE,PhD,sales,own-child,35100,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,7,3,NO,2,3,NO,7700,3850,23100,N
403,256,250/500,2000,1415.74,6000000,FEMALE,PhD,armed-forces,unmarried,48900,-62400,Single Vehicle Collision,Front Collision,Major Damage,Police,5,1,NO,1,2,NO,6340,6340,50720,Y
404,228,500/1000,1000,1583.91,6000000,MALE,Associate,sales,unmarried,66000,-46000,Vehicle Theft,Rear Collision,Minor Damage,None,20,1,NO,0,1,NO,1300,650,4550,N
405,256,250/500,1000,1351.1,0,FEMALE,PhD,tech-support,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,19,3,NO,0,2,NO,6410,6410,51280,Y
406,137,250/500,1000,1333.35,0,MALE,PhD,prof-specialty,husband,0,-77000,Multi-vehicle Collision,Front Collision,Minor Damage,Police,0,3,NO,0,0,YES,21450,7150,50050,N
407,165,100/300,1000,1137.03,0,MALE,Associate,tech-support,unmarried,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,23,3,NO,2,2,YES,9380,9380,32830,N
408,27,100/300,500,1442.99,0,FEMALE,PhD,other-service,own-child,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,21,1,NO,1,1,YES,2770,2770,22160,N
409,212,100/300,500,1315.68,0,MALE,PhD,priv-house-serv,wife,0,-39300,Single Vehicle Collision,Rear Collision,Total Loss,Other,14,1,NO,2,1,YES,4700,4700,32900,N
410,235,100/300,500,1253.12,4000000,FEMALE,Masters,exec-managerial,other-relative,38400,0,Single Vehicle Collision,Front Collision,Total Loss,Police,22,1,YES,2,2,YES,7910,15820,63280,N
411,447,100/300,2000,1137.16,0,FEMALE,High School,exec-managerial,other-relative,0,-51000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,21,3,YES,1,2,YES,17680,17680,79560,N
412,60,500/1000,500,1215.36,3000000,MALE,MD,protective-serv,wife,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,9,1,YES,1,0,NO,4710,9420,42390,N
413,121,100/300,1000,936.61,0,FEMALE,MD,armed-forces,wife,52800,-32800,Parked Car,Rear Collision,Minor Damage,None,5,1,NO,1,1,NO,1120,1120,5040,N
414,180,250/500,2000,1301.13,0,FEMALE,College,machine-op-inspct,not-in-family,41300,-55500,Single Vehicle Collision,Rear Collision,Total Loss,Police,12,1,NO,0,2,YES,4200,8400,33600,Y
415,473,100/300,2000,1131.4,0,FEMALE,MD,transport-moving,other-relative,55700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,12,4,YES,0,0,NO,10520,10520,42080,Y
416,70,500/1000,1000,1199.44,5000000,MALE,College,machine-op-inspct,own-child,63600,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,0,3,NO,1,2,YES,5790,5790,40530,N
417,140,500/1000,500,708.64,6000000,MALE,High School,machine-op-inspct,unmarried,53500,0,Single Vehicle Collision,Side Collision,Total Loss,Police,9,1,NO,0,2,YES,14160,7080,56640,N
418,160,500/1000,500,1374.22,0,FEMALE,MD,craft-repair,other-relative,45500,-37800,Single Vehicle Collision,Side Collision,Total Loss,Other,19,1,YES,1,0,NO,6630,13260,53040,N
419,196,500/1000,2000,1475.73,0,FEMALE,High School,handlers-cleaners,own-child,57000,-27300,Multi-vehicle Collision,Side Collision,Major Damage,Police,8,3,NO,2,0,NO,6040,6040,48320,N
420,460,250/500,1000,1187.96,4000000,MALE,JD,other-service,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,20,3,NO,1,0,YES,0,5240,41920,N
421,217,500/1000,2000,875.15,0,FEMALE,Associate,machine-op-inspct,own-child,46700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,15,3,NO,1,2,YES,0,4730,33110,N
422,370,100/300,2000,972.18,0,MALE,High School,prof-specialty,other-relative,72700,-68200,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,20,3,NO,0,0,YES,17880,5960,47680,Y
423,413,100/300,2000,1268.79,0,MALE,MD,priv-house-serv,own-child,0,-31000,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,15,1,NO,2,2,YES,8180,16360,73620,Y
424,237,100/300,1000,883.31,0,MALE,College,craft-repair,husband,0,-53500,Single Vehicle Collision,Rear Collision,Minor Damage,Other,6,1,NO,1,3,NO,7080,14160,56640,N
425,8,100/300,2000,1266.92,0,MALE,Masters,sales,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,16,3,NO,1,3,YES,16500,11000,44000,Y
426,257,100/300,2000,1322.1,0,MALE,High School,prof-specialty,own-child,0,-29200,Parked Car,Rear Collision,Minor Damage,Police,4,1,YES,1,3,YES,1640,820,6560,N
427,202,100/300,500,848.07,3000000,MALE,JD,exec-managerial,not-in-family,31000,-30200,Vehicle Theft,Rear Collision,Minor Damage,None,5,1,YES,2,1,YES,1040,520,4160,Y
428,224,100/300,2000,1291.7,0,FEMALE,JD,sales,not-in-family,0,-55600,Single Vehicle Collision,Side Collision,Minor Damage,Other,21,1,NO,1,0,YES,7760,15520,46560,N
429,241,500/1000,2000,1104.5,0,FEMALE,PhD,machine-op-inspct,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,5,1,NO,2,2,NO,14100,14100,63450,N
430,64,250/500,1000,954.16,0,MALE,Masters,prof-specialty,husband,53200,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,22,4,NO,0,0,YES,12600,12600,50400,N
431,166,100/300,2000,1337.28,8000000,MALE,JD,craft-repair,husband,27500,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,10,3,NO,2,2,YES,7460,7460,52220,Y
432,155,500/1000,1000,1088.34,0,FEMALE,Associate,adm-clerical,other-relative,81100,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,16,3,YES,2,3,NO,3310,3310,23170,N
